,Movie_name,Popularity,rating,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
201,Groundhog Day (1993),0.478559176672384,3.76428571428571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
202,Unforgiven (1992),0.310463121783876,3.86813186813186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,Back to the Future (1985),0.598627787307032,3.83428571428571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
204,Patton (1970),0.23156089193825,3.99264705882352,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
205,Akira (1988),0.0840480274442538,3.38,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
206,Cyrano de Bergerac (1990),0.111492281303602,3.81818181818181,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
207,Young Frankenstein (1974),0.341337907375643,3.945,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
208,This Is Spinal Tap (1984),0.325900514579759,3.90575916230366,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
209,Indiana Jones and the Last Crusade (1989),0.566037735849056,3.93051359516616,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,M*A*S*H (1970),0.351629502572898,3.9126213592233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
211,"Unbearable Lightness of Being, The (1988)",0.156089193825042,3.45652173913043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
212,"Room with a View, A (1986)",0.228130360205831,3.98507462686567,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
213,Pink Floyd - The Wall (1982),0.193825042881646,3.35087719298245,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
214,Field of Dreams (1989),0.361921097770154,3.69811320754717,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
215,When Harry Met Sally... (1989),0.495711835334476,3.9103448275862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
216,Bram Stoker's Dracula (1992),0.204116638078902,3.15833333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
217,Cape Fear (1991),0.291595197255574,3.45614035087719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
218,"Nightmare on Elm Street, A (1984)",0.188679245283018,3.17117117117117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,"Mirror Has Two Faces, The (1996)",0.111492281303602,3.36363636363636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
220,Breaking the Waves (1996),0.125214408233276,3.72972972972973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221,Star Trek: First Contact (1996),0.624356775300171,3.66027397260274,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,Sling Blade (1996),0.23156089193825,4.1985294117647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
223,Ridicule (1996),0.0737564322469982,3.70454545454545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
224,101 Dalmatians (1996),0.1852487135506,2.90825688073394,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Die Hard 2 (1990),0.283018867924528,3.35542168674698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,Star Trek VI: The Undiscovered Country (1991),0.274442538593482,3.27950310559006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,Star Trek: The Wrath of Khan (1982),0.41680960548885,3.8155737704918,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,Star Trek III: The Search for Spock (1984),0.291595197255574,3.11111111111111,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,Star Trek IV: The Voyage Home (1986),0.339622641509433,3.44723618090452,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,Batman Returns (1992),0.241852487135506,2.68309859154929,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
231,Young Guns (1988),0.171526586620926,3.2079207920792,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
232,Under Siege (1992),0.210977701543739,3.29032258064516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Jaws (1975),0.478559176672384,3.775,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
234,Mars Attacks! (1996),0.3704974271012,2.8479262672811,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
235,Citizen Ruth (1996),0.0754716981132075,3.62222222222222,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
236,Jerry Maguire (1996),0.656946826758147,3.7109375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
237,Raising Arizona (1987),0.437392795883361,3.875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Sneakers (1992),0.25557461406518,3.51333333333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
239,Beavis and Butt-head Do America (1996),0.265866209262435,2.78846153846153,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,"Last of the Mohicans, The (1992)",0.217838765008576,3.546875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
241,Kolya (1996),0.198970840480274,3.99145299145299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Jungle2Jungle (1997),0.224699828473413,2.43939393939393,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Smilla's Sense of Snow (1997),0.0806174957118353,3.16666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
244,"Devil's Own, The (1997)",0.409948542024013,3.10833333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
245,Chasing Amy (1997),0.210977701543739,3.93548387096774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
246,Turbo: A Power Rangers Movie (1997),0.00686106346483705,1.8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Grosse Pointe Blank (1997),0.272727272727272,3.675,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
248,Austin Powers: International Man of Mystery (1997),0.221269296740994,3.24615384615384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
249,"Fifth Element, The (1997)",0.336192109777015,3.47715736040609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,Shall We Dance? (1996),0.0771869639794168,4.26086956521739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"Lost World: Jurassic Park, The (1997)",0.269296740994854,2.94303797468354,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
252,"Pillow Book, The (1995)",0.0428816466552315,3.69230769230769,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
253,Batman & Robin (1997),0.104631217838765,2.4516129032258,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,My Best Friend's Wedding (1997),0.293310463121783,3.36046511627907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
255,When the Cats Away (Chacun cherche son chat) (1996),0.0257289879931389,3.5625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
256,Men in Black (1997),0.518010291595197,3.74587458745874,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
257,Contact (1997),0.871355060034305,3.80353634577603,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
258,George of the Jungle (1997),0.276157804459691,2.68518518518518,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Event Horizon (1997),0.216123499142367,2.57480314960629,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
260,Air Bud (1997),0.072041166380789,2.55813953488372,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
261,In the Company of Men (1997),0.111492281303602,3.71212121212121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262,Steel (1997),0.0308747855917667,2.1578947368421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Mimic (1997),0.171526586620926,2.74257425742574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
264,"Hunt for Red October, The (1990)",0.387650085763293,3.86343612334801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
265,Kull the Conqueror (1997),0.0583190394511149,2.71428571428571,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,unknown,0.0137221269296741,3.44444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Chasing Amy (1997),0.435677530017152,3.79215686274509,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
268,"Full Monty, The (1997)",0.538593481989708,3.92698412698412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Gattaca (1997),0.23156089193825,3.59558823529411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
270,Starship Troopers (1997),0.360205831903945,3.23222748815165,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
271,Good Will Hunting (1997),0.337907375643224,4.26262626262626,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
272,Heat (1995),0.380789022298456,3.56950672645739,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
273,Sabrina (1995),0.32418524871355,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
274,Sense and Sensibility (1995),0.457975986277873,4.01119402985074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
275,Leaving Las Vegas (1995),0.50943396226415,3.6979865771812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
276,Restoration (1995),0.120068610634648,3.46478873239436,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
277,Bed of Roses (1996),0.101200686106346,3.23333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
278,Once Upon a Time... When We Were Colored (1995),0.04631217838765,3.28571428571428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
279,Up Close and Personal (1996),0.144082332761578,3.18823529411764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
280,"River Wild, The (1994)",0.248713550600343,3.14383561643835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
281,"Time to Kill, A (1996)",0.396226415094339,3.6853448275862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282,Emma (1996),0.30188679245283,3.71751412429378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
283,Tin Cup (1996),0.329331046312178,3.16062176165803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
284,Secrets & Lies (1996),0.276157804459691,4.26543209876543,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,"English Patient, The (1996)",0.823327615780446,3.65696465696465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
286,Marvin's Room (1996),0.132075471698113,3.58974358974359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
287,Scream (1996),0.818181818181818,3.44142259414225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
288,Evita (1996),0.442538593481989,2.98069498069498,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
289,Fierce Creatures (1997),0.162950257289879,3.11458333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Absolute Power (1997),0.216123499142367,3.37007874015748,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
291,Rosewood (1997),0.193825042881646,3.66666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,Donnie Brasco (1997),0.250428816466552,3.80272108843537,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
293,Liar Liar (1997),0.830188679245283,3.15670103092783,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Breakdown (1997),0.130360205831903,3.4025974025974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,"Promesse, La (1996)",0.00857632933104631,3.33333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
296,Ulee's Gold (1997),0.0840480274442538,3.96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,Face/Off (1997),0.331046312178387,3.7680412371134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
298,Hoodlum (1997),0.123499142367066,2.93150684931506,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
299,Air Force One (1997),0.737564322469982,3.63109048723897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300,In & Out (1997),0.392795883361921,3.30434782608695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
301,L.A. Confidential (1997),0.507718696397941,4.16161616161616,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
302,Ulee's Gold (1997),0.228130360205831,3.6865671641791,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
303,Fly Away Home (1996),0.25385934819897,3.53691275167785,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"Ice Storm, The (1997)",0.147512864493996,3.64367816091954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
305,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",0.162950257289879,3.94791666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
306,"Devil's Advocate, The (1997)",0.320754716981132,3.51595744680851,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
307,FairyTale: A True Story (1997),0.0497427101200686,2.96666666666666,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
308,Deceiver (1997),0.04631217838765,2.85714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309,"Rainmaker, The (1997)",0.246998284734133,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310,"Wings of the Dove, The (1997)",0.126929674099485,3.68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
311,Midnight in the Garden of Good and Evil (1997),0.135506003430531,3.1625,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
312,Titanic (1997),0.598627787307032,4.24571428571428,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
313,3 Ninjas: High Noon At Mega Mountain (1998),0.00686106346483705,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Apt Pupil (1998),0.272727272727272,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
315,As Good As It Gets (1997),0.190394511149228,4.19642857142857,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
316,In the Name of the Father (1993),0.173241852487135,3.91176470588235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
317,Schindler's List (1993),0.50943396226415,4.46644295302013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
318,Everyone Says I Love You (1996),0.286449399656946,3.27380952380952,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
319,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0.0325900514579759,4.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,Mother (1996),0.288164665523156,3.13017751479289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Murder at 1600 (1997),0.372212692967409,3.08715596330275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
322,Dante's Peak (1997),0.409948542024013,2.93333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
323,Lost Highway (1997),0.212692967409948,3.136,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
324,Crash (1996),0.217838765008576,2.546875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
325,G.I. Jane (1997),0.298456260720411,3.36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
326,Cop Land (1997),0.298456260720411,3.37714285714285,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
327,Conspiracy Theory (1997),0.504288164665523,3.42372881355932,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
328,Desperate Measures (1998),0.0754716981132075,3.33333333333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
329,187 (1997),0.0686106346483705,3.02439024390243,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330,"Edge, The (1997)",0.192109777015437,3.53982300884955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
331,Kiss the Girls (1997),0.243567753001715,3.46153846153846,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
332,"Game, The (1997)",0.428816466552315,3.59362549800796,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
333,U Turn (1997),0.108061749571183,3.359375,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
334,How to Be a Player (1997),0.0343053173241852,2.76190476190476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Playing God (1997),0.072041166380789,2.62790697674418,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
336,"House of Yes, The (1997)",0.0291595197255574,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
337,Bean (1997),0.154373927958833,2.65934065934065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Mad City (1997),0.078902229845626,3.25531914893617,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
339,Boogie Nights (1997),0.322469982847341,3.58730158730158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340,Critical Care (1997),0.0171526586620926,3.09090909090909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,"Man Who Knew Too Little, The (1997)",0.0874785591766723,2.92307692307692,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
342,Alien: Resurrection (1997),0.210977701543739,3.09677419354838,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
343,"Apostle, The (1997)",0.0926243567753001,3.65454545454545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
344,Deconstructing Harry (1997),0.109777015437392,3.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
345,Jackie Brown (1997),0.214408233276157,3.64285714285714,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
346,Wag the Dog (1997),0.233276157804459,3.51094890510948,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
347,Desperate Measures (1998),0.0445969125214408,3.29629629629629,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
348,Hard Rain (1998),0.0514579759862778,2.90322580645161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
349,Fallen (1998),0.0686106346483705,3.14634146341463,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
350,"Prophecy II, The (1998)",0.0325900514579759,2.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
351,Spice World (1997),0.0428816466552315,2.11538461538461,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
352,Deep Rising (1998),0.0222984562607204,2.42857142857142,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
353,"Wedding Singer, The (1998)",0.121783876500857,3.48611111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
354,Sphere (1998),0.0686106346483705,2.92682926829268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
355,"Client, The (1994)",0.164665523156089,3.38144329896907,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
356,One Flew Over the Cuckoo's Nest (1975),0.451114922813036,4.29166666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
357,Spawn (1997),0.243567753001715,2.61538461538461,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
358,"Assignment, The (1997)",0.0291595197255574,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
359,Wonderland (1997),0.0154373927958833,3.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,Incognito (1997),0.0154373927958833,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
361,Blues Brothers 2000 (1998),0.04631217838765,2.82142857142857,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
362,Sudden Death (1995),0.078902229845626,2.72340425531914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Ace Ventura: When Nature Calls (1995),0.0617495711835334,2.67567567567567,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Powder (1995),0.0806174957118353,3.20833333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,Dangerous Minds (1995),0.078902229845626,3.34042553191489,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,Clueless (1995),0.289879931389365,3.45882352941176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Bio-Dome (1996),0.0514579759862778,1.90322580645161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Black Sheep (1996),0.0926243567753001,2.63636363636363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Mary Reilly (1996),0.0651801029159519,2.82051282051282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
370,"Bridges of Madison County, The (1995)",0.113207547169811,3.16417910447761,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
371,Jeffrey (1995),0.0566037735849056,3.52941176470588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Judge Dredd (1995),0.0651801029159519,2.89743589743589,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
373,Mighty Morphin Power Rangers: The Movie (1995),0.0171526586620926,2.27272727272727,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Showgirls (1995),0.0377358490566037,1.95652173913043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
375,Houseguest (1994),0.039451114922813,2.83333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Heavyweights (1994),0.0205831903945111,2.15384615384615,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Miracle on 34th Street (1994),0.171526586620926,3.72277227722772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,Tales From the Crypt Presents: Demon Knight (1995),0.072041166380789,2.97674418604651,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
379,Star Trek: Generations (1994),0.197255574614065,3.33620689655172,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
380,Muriel's Wedding (1994),0.169811320754716,3.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
381,"Adventures of Priscilla, Queen of the Desert, The (1994)",0.188679245283018,3.59459459459459,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
382,"Flintstones, The (1994)",0.0514579759862778,2.06451612903225,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Naked Gun 33 1/3: The Final Insult (1994),0.116638078902229,2.78260869565217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,True Lies (1994),0.355060034305317,3.5625,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
385,Addams Family Values (1993),0.147512864493996,2.81609195402298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
386,"Age of Innocence, The (1993)",0.109777015437392,3.38461538461538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
387,Beverly Hills Cop III (1994),0.04631217838765,2.39285714285714,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Black Beauty (1994),0.0445969125214408,3.44444444444444,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Fear of a Black Hat (1993),0.0154373927958833,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Last Action Hero (1993),0.0994854202401372,2.7457627118644,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,"Man Without a Face, The (1993)",0.11492281303602,3.54411764705882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392,Mrs. Doubtfire (1993),0.327615780445969,3.41145833333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Radioland Murders (1994),0.0188679245283018,3.33333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
394,Robin Hood: Men in Tights (1993),0.0943396226415094,2.58928571428571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Serial Mom (1994),0.0909090909090909,2.81481481481481,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
396,Striking Distance (1993),0.0188679245283018,2.58333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Super Mario Bros. (1993),0.0428816466552315,2.07692307692307,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398,"Three Musketeers, The (1993)",0.150943396226415,3.30337078651685,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399,"Little Rascals, The (1994)",0.0291595197255574,2.72222222222222,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,"Brady Bunch Movie, The (1995)",0.128644939965694,2.80263157894736,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Ghost (1990),0.289879931389365,3.46470588235294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
402,Batman (1989),0.343053173241852,3.42786069651741,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
403,Pinocchio (1940),0.171526586620926,3.67326732673267,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Mission: Impossible (1996),0.588336192109777,3.31395348837209,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
